"detailedSheetLink href","ad-overview-details__ad-title","ad-overview-details__address-title","ad-price__the-price","ad-price__price-per-square-meter","ad-overview-description","importDescriptionDecorator","ad-overview-list__details-infos","ad-overview-list__details-infos 2","account-logo__display-name"
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/apimo-86796465?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D2%26camera%3D8_4.5866739_43.1085545_0_0","Maison 5 pièces 88 m²","83000 Toulon (Sainte-Anne)","470 000 €","5 341 €/m²","Immo Liberté vous propose en exclusivité cette maison située dans un quartier calme de Toulon (Bas Faron) proche de toutes les commodités.

La maison entièrement rénovée est divisée en deux appartements un T2 et un T3 pouvant toutefois être reliés.  
Le premier se trouvant en rez-de-chaussée d'une superficie d'environ 23m², actuellement loué  (bail meublé étudiant) vous y trouverez une pièce de vie, une chambre et une salle de douches avec toilette ainsi qu'une cave pouvant être aménagée et deux petites terrasses ensoleillées. 
Le deuxième appartement d'environ 60m² se compose d'un salon avec terrasse, d'une salle à manger, d'une cuisine équipée et aménagée par laquelle vous pourrez accéder à un coin cosy en toit terrasse.
La maison se trouve sur un terrain d'environ 225m².
Un garage vient compléter le tout avec la possibilité de stationner devant, ce qui offre une seconde place de parking.
A visiter sans tarder !
Pour toutes informations complémentaires ou bien pour faire une visite contacter Sandrine Audibert au , par mail à","06 60 57 13 67","Publiée le 4 mars 2026","Modifiée le 5 mars 2026","IMMO LIBERTE"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-2023702?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D2%26camera%3D8_4.5866739_43.1085545_0_0","Appartement 3 pièces 83 m²","83200 Toulon (Saint-Roch)","175 000 €","2 108 €/m²","iad France - Amandine Clanget vous propose: Exclusivité : Grand appartement T3 avec Balcon à Toulon, résidence recherchéeIdéalement situé, au calme, cet appartement T3 situé au 3ème étage avec ascenseur d'un immeuble de 5 niveaux, bénéficie d'une rénovation récente et d'une luminosité optimale grâce à son exposition sud et ouest.L'espace de vie (40 m2) offre une harmonie parfaite entre fonctionnalité et confort. Vous découvrirez un salon spacieux de 29.74m² avec accès direct au balcon, idéal pour profiter des rayons de soleil et prendre un café en toute tranquillité. La cuisine ouverte de 10m² permet de rester au cOEur de la convivialité.Actuellement le bien compte 2 chambres, avec possibilité d'en créer une 3ème. Une salle d'eau moderne avec douche et un WC séparé viennent compléter ce bien. Les équipements sont pensés pour votre confort au quotidien : fibre optique, ascenseur, ventilation mécanique pour une bonne qualité de l'air.En annexe, il est possible d'acquérir un box fermé pour faciliter vos déplacements et assurer la sécurité de votre véhicule.L'emplacement de cet appartement est idéal, proche des commodités, des commerces locaux et des axes de transport. Une opportunité rare à saisir, idéale pour un premier achat ou un investissement locatif.N'attendez plus, contactez-moi pour visiter ce charmant appartement à Toulon dès maintenant !La presente annonce immobiliere vise 2 lots situés dans une copropriété de 193 lots au total et faisant l'objet d'une ou plusieurs procédures en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 205€ par mois (soit 2460 € annuel). Honoraires d'agence à la charge du vendeur.Bien non soumis au DPE. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Amandine Clanget mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 991208588, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.","","Publiée le 2 mars 2026","Modifiée le 2 mars 2026",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-2023241?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D2%26camera%3D8_4.5866739_43.1085545_0_0","Appartement 2 pièces 41 m²","83000 Toulon (Haute-ville)","159 000 €","3 878 €/m²","iad France - Philippe Bernard vous propose: TOULON - HAUTE VILLE -  APPARTEMENT T2 DE 41 M2 AVEC SA TERRASSE DE 18 M2Idéalement situé, vous bénéficierez de la proximité des commerces, des écoles, des transports en commun et des principaux axes routiers. Vous pourrez profiter des balades en plein cOEur de Toulon et de ses nombreux points d'intérêt à proximité.Découvrez cet appartement T2 de 41 m2, parfait pour un investissement locatif ou pour une première acquisition, cet appartement offre un excellent potentiel et un cadre de vie agréable.Bien agencé, l'appartement se compose d'un séjour lumineux  donnant sur une grande terrasse couverte qui sera le prolongement du salon, un coin bureau, une cuisine séparée, une chambre, d'une salle de bain avec wc. Cet appartement est une opportunité à saisir dans un secteur prisé, idéal pour ceux qui recherchent un logement fonctionnel et bien situé. Ne manquez pas cette occasion unique et contactez-nous pour une visite dès maintenant!Vous souhaitez connaître la valeur de votre villa, de votre appartement ou de votre terrain à Toulon (Valbourdin, Claret, Siblas, Sainte-Anne, les Lices, la Loubière, Ortolan, Faron, Vert Coteau, Brunet, Serinette, Mourillon, Cap Brun, Petit Bois, Lamalgue, 4 chemins des routes, les Routes, Valbertrand, Saint-Jean, Pont du Las, Saint Roch), ou ses environs. contactez-moi !!!La presente annonce immobiliere vise 1 lot situé dans une copropriété de 6 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 110€ par mois (soit 1320 € annuel). Honoraires d'agence à la charge du vendeur.Bien non soumis au DPE. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Philippe Bernard mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 832454425, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.","","Publiée le 2 mars 2026","Modifiée le 2 mars 2026",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/century-21-202_3064_5007?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D2%26camera%3D8_4.5866739_43.1085545_0_0","Appartement 3 pièces 70 m²","83000 Toulon (La Rode)","223 230 €","2 996 €/m²","EXCLUSIVITÉ AMANDA - APPARTEMENT 3 PIECES - CAVE - GARAGETOULON - Secteur MAYOLDécouvrez ce BEL appartement 3 pièces offrant de beaux volumes et des prestations confortables, idéal pour une résidence principale ou un investissement serein.Dès l'entrée, vous serez séduit par un SPACIEUX séjour / salle à manger LUMINEUX équipé d'une CLIMATISATION RÉVERSIBLE et ouvert sur un balcon de plus de 10 m². Un véritable prolongement de l'espace de vie, parfait pour vos moments de détente ou repas en extérieur.La cuisine indépendante, équipée et aménagée, donne accès à une grande loggia fermée de plus de 10 m², elle aussi CLIMATISÉE. Cet espace supplémentaire offre de nombreuses possibilités : coin repas, bureau, buanderie ou espace de rangement optimisé.L'espace nuit se compose d'une GRANDE CHAMBRE d'environ 15 m² avec un vaste placard intégré et un accès direct à la loggia, d'une salle de bain et d'un WC indépendant.Des volets roulants électriques sont présents dans toutes les pièces !L'appartement nécessite un léger rafraîchissement, offrant ainsi l'opportunité de le personnaliser à votre goût et de révéler tout son potentiel.CERISE SUR LE GATEAU : Une CAVE et un GRAND GARAGE en sous-sol complètent le bien !Vous recherchez un appartement fonctionnel, lumineux et confortable bénéficiant d'espaces extérieurs généreux et d'un fort potentiel après mise au goût du jour.CONTACTEZ-NOUS SANS TARDER ! Montant estimé des dépenses annuelles d'énergie pour un usage standard entre 994.0 € et 1344.0 € indexées aux années 2021, 2022, 2023 (abonnements compris).","","Publiée le 28 févr. 2026","Modifiée le 6 mars 2026","CENTURY 21 Colbert Immobilier"
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/immo-facile-59990836?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D2%26camera%3D8_4.5866739_43.1085545_0_0","Maison 5 pièces 120 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","625 000 €","5 208 €/m²","Il y a des maisons qui s'adaptent à la vie de famille, et d'autres qui l'anticipent vraiment.À Toulon, à deux pas de l'école Bon Accueil, dans un environnement calme et recherché, cette maison offre une organisation intelligente, pensée pour conjuguer convivialité, indépendance et sérénité.Il y a d'abord l'espace de vie, situé à l'étage. Une pièce lumineuse ouverte sur une terrasse agréable, idéale pour les repas en extérieur, les fins de journée au soleil ou les week-ends entre amis. La cuisine semi-ouverte permet de partager les moments du quotidien tout en conservant une vraie fonctionnalité. Un WC complète ce niveau pour un confort immédiat.Il y a ensuite le niveau inférieur, distribué par un escalier en colimaçon, entièrement dédié à l'espace nuit. Trois chambres, un bureau, une salle de bains avec WC : chacun y trouve naturellement sa place. Les enfants disposent de leur univers, les parents du leur, et le télétravail s'intègre facilement.Il y a surtout un véritable atout rare : l'une des chambres bénéficie de sa propre pièce d'eau avec WC et peut disposer d'une entrée indépendante. Un espace parfait pour un adolescent, un parent, une activité libérale ou même un projet locatif ponctuel.Il y a enfin une seconde terrasse plus intime, un cocon extérieur propice aux jeux des enfants ou aux moments de calme à l'abri des regards. Le garage complète l'ensemble, idéal pour le rangement ou un branchement électrique.Il y a ici une maison évolutive, calme et fonctionnelle.Un lieu où l'on peut vivre, grandir, recevoir et s'organiser librement. Céline Battista (EI) Agent Commercial - Numéro RSAC : 810954156 - Toulon.","","Publiée le 27 févr. 2026","Modifiée le 28 févr. 2026","Mourillon Immobilier"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-2020890?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D2%26camera%3D8_4.5866739_43.1085545_0_0","Appartement 2 pièces 50 m²","83000 Toulon (Centre-ville)","149 000 €","2 980 €/m²","iad France - Murielle Biffe vous propose: Toulon – COEur de ville – T2 clé en main avec beaux volumes, proche Place PugetEn plein cOEur de Toulon, à deux pas de la très recherchée Place Puget, découvrez ce T2 situé au 3ᵉ étage d’un immeuble sans ascenseur.Un emplacement dynamique et central, où tout se fait à pied : commerces, restaurants, marché, transports… Une adresse idéale pour profiter pleinement de la vie toulonnaise.L’appartement offre de très beaux volumes pour un T2 et une belle luminosité grâce à ses trois grandes portes-fenêtres sur l’espace jour. Son agencement est particulièrement bien pensé, avec une vraie séparation entre l’espace de vie et l’espace nuit.⸻Le bien se compose de :•Une spacieuse pièce de vie salon-séjour baignée de lumière•Une cuisine aménagée et équipée, ouverte sur l’espace principal•Un espace nuit distinct avec une pièce en enfilade permettant d'agencer dressing et bureau. •Une chambre au calme, donnant sur l’intérieur de l’immeuble•Une salle d’eau•WC séparés⸻Les prestations•Appartement en excellent état, prêt à vivre•Parquet au sol•Beaux volumes•Agencement optimisé avec séparation jour / nuit•Eau froide comprise dans les charges•Situation recherchée en hypercentre⸻Mon avisUn appartement qui combine emplacement premium, confort et performance locative.Actuellement exploité en location meublée de courte durée, avec un locataire en place, il présente une belle rentabilité et un réel potentiel patrimonial grâce à son emplacement stratégique.⸻En savoir plusMe contacter de préférence par SMS pour plus de réactivitéLa presente annonce immobiliere vise 1 lot situé dans une copropriété de 7 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 120€ par mois (soit 1440 € annuel). Honoraires d'agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 237 et classe CLIMAT B indice 7. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Murielle Biffe mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 999133812, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.","","Publiée le 27 févr. 2026","Modifiée le 27 févr. 2026",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/citya-immobilier-41039H-TAPP961596?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D2%26camera%3D8_4.5866739_43.1085545_0_0","Appartement 2 pièces 38 m²","83000 Toulon (Saint-Roch)","114 000 €","3 000 €/m²","À vendre : Appartement T2 de 38 m² idéalement situé à Toulon - St Roch, avec balcon et climatisation. - Toulon - St Roch - À VENDRE : Appartement T2 idéalement situé dans le quartier de Toulon - St Roch. Ce bien, d'une superficie de 38 m², se trouve au quatrième étage d'un immeuble de sept étages, offrant ainsi une vue dégagée et un ensoleillement optimal grâce à son orientation sud-est.
Prêt à habiter !!!!!! refait à neuf 
L'appartement se compose d'un séjour lumineux de 14 m², parfait pour accueillir vos moments de détente. La cuisine américaine aménagée est fonctionnelle et s'intègre harmonieusement dans l'espace de vie, facilitant ainsi les échanges lors de vos repas. Vous disposerez également d'une chambre confortable, ainsi que d'une salle d'eau moderne, équipée d'une douche.

Pour votre confort, le chauffage est individuel et se fait par un système de climatisation électrique, garantissant une température agréable tout au long de l'année. De plus, cet appartement dispose d'un petit balcon, idéal pour profiter des journées ensoleillées et d'un espace extérieur.

L'immeuble est doté d'un ascenseur, facilitant l'accès aux différents niveaux. Bien que l'appartement ne soit pas meublé, il offre une belle opportunité de personnalisation selon vos goûts. Une cave est également incluse, offrant un espace de rangement supplémentaire.

Ce bien est situé dans une résidence sécurisée, ce qui vous assure tranquillité et confort. Ne manquez pas cette occasion d'acquérir un appartement fonctionnel et bien situé à Toulon.  Le bien est soumis au statut de la copropriété , la copropriété comporte 23 lots , la quote-part budget prévisionnel (dépenses courantes) est de 936,00 euros/an. 
 Honoraires à la charge du vendeur. 
Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante :  . Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 830 et 1 190 euros. Prix moyens des énergies indexés en 2021. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr","https://www.citya.com/agences-immobilieres/toulon-83137/154","Publiée le 27 févr. 2026","Modifiée le 28 févr. 2026","Citya Estublier"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-bretteimmobilieranne-19935?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D2%26camera%3D8_4.5866739_43.1085545_0_0","Appartement 3 pièces 50 m²","83200 Toulon (Saint-Roch)","128 900 €","2 578 €/m²","TOULON SAINT ROCH - Situé au 2ème et dernier étage d'un petit immeuble de ville, appartement T3 d'une superficie de 50m2, exposition Sud et Est. Il se compose d'une entrée, salle d'eau, WC séparé, séjour avec cuisine ouverte et deux chambres dont une avec placard. Faibles charges (25EUR par mois), idéal investissement locatif ou 1er achat.Les informations concernant les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr. BRETTE IMMOBILIER, agence immobilière implantée à Toulon depuis plus de 30 ans, vous accompagne dans tous vos projets immobiliers de vente, d'achat et de location. Nos agences, situées dans les quartiers Claret et Sainte-Anne, interviennent sur l'ensemble de l'aire toulonnaise : Le Mourillon, Cap Brun, Port Marchand, Serinette, Petit Bois, La Mitre, L'Aiguillon, La Rode, Le Pont-du-Suve, Les Ameniers, ainsi que Les Routes, Bon Rencontre, Le Pont-du-Las, Barbès, Claret, Sainte-Anne, Le Bas Faron, Vert Coteau, La Loubière, Saint-Jean-du-Var, Brunet et secteurs limitrophes. Nous intervenons également sur les communes environnantes de Toulon telles que La Valette-du-Var, La Seyne-sur-Mer, Ollioules, Six-Fours-les-Plages, Sanary-sur-Mer et Bandol. Grâce à notre parfaite connaissance du marché immobilier local, nous vous proposons un large choix de biens immobiliers en vente et en location : appartements, maisons, villas, terrains, garages, places de parking, box et murs commerciaux. Venez découvrir l'ensemble de nos biens et bénéficier d'un accompagnement personnalisé en agence.","","Publiée le 26 févr. 2026","Modifiée le 6 mars 2026","BRETTE IMMOBILIER"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/citya-immobilier-41039H-TAPP946334A?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D2%26camera%3D8_4.5866739_43.1085545_0_0","Appartement 2 pièces 54 m²","83200 Toulon (Saint-Roch)","124 500 €","2 306 €/m²","TOULON SAINT ROCH T2 54m² à vendre - Toulon - St Roch - IDÉALEMENT SITUÉ - APPARTEMENT 2 PIÈCES 54M². Toulon ouest saint Roch rue calme
 nous vous présentons cet appartement de 2 pièces exposé est-ouest de 54 m² situé à Toulon (83000).
Il est situé dans un immeuble bourgeois du début du XXe siècle. Son intérieur compte un séjour de 22 m² avec alcove, une chambre, une cuisine aménagée et équipée et une salle d'eau. chauffage individuel électrique. Double vitrage , 2 faux balcons sur le séjour
L'appartement dispose aussi d'une cave et une mansarde.
Envie d'en savoir plus sur cet appartement en vente ? Prenez contact avec notre agence CITYA ESTUBLIER.  Le bien est soumis au statut de la copropriété , la copropriété comporte 8 lots , la quote-part budget prévisionnel (dépenses courantes) est de 530,00 euros/an. 
 Honoraires à la charge du vendeur. 
Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante :  . Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 552 et 746 euros. Prix moyens des énergies indexés en 2021. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr","https://www.citya.com/agences-immobilieres/toulon-83137/154","Publiée le 25 févr. 2026","Modifiée le 27 févr. 2026","Citya Estublier"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/citya-immobilier-41039H-TAPP967570?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D2%26camera%3D8_4.5866739_43.1085545_0_0","Appartement 2 pièces 43 m²","83000 Toulon (Saint-Jean du Var)","138 000 €","3 239 €/m²","Exclusivité Toulon EST PARC AZURA, investissement locatif T2 +parking privatif - Dans un ensemble immobilier édifié en 2011, idéalement situé à proximité des commerces et du superbe parc du Pré Sandin. Un très joli type 2 pièces vendu avec locataire en place. Le bail a été mis en place le 20/09/2024 pour 3 ans avec un loyer net de 584.01€/mois ( 7008.12€/an) majorés des charges locatives d'un montant de 70€/mois. La locataire est extrêmement soigneuse et son intérieur est impeccablement tenu, rigoureuse elle est à jour de ses loyers. Investisseurs, c'est assurément un bien à découvrir.  Le bien est soumis au statut de la copropriété , la copropriété comporte 140 lots. 
 Honoraires à la charge du vendeur. 
Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante :  . Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 321 et 435 euros. Prix moyens des énergies indexés en 2023. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr","https://www.citya.com/agences-immobilieres/toulon-83137/154","Publiée le 25 févr. 2026","Modifiée le 28 févr. 2026","Citya Estublier"
