type_bien,quartier,surface_m2,prix_vente,prix_m2,url
Appartement,Claret,153.0,345000,2255.0,https://www.bienici.com/annonce/vente/toulon/appartement/6pieces/immo-facile-58747829?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19
Maison,Beaulieu,348.0,2890000,8305.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/century-21-202_2305_3395?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19
Maison,Le Mourillon - La Mitre - Fort Lamalgue,131.0,599000,4573.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-mourillon-375137?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19
Appartement,Le Port,104.0,345000,3317.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-lpaimmo-27250?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19
Appartement,Saint-Jean du Var,65.0,115000,1769.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-gabrieleimmo-417?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19
Maison,La Palasse,149.0,579000,3886.0,https://www.bienici.com/annonce/vente/toulon/maison/7pieces/hektor-gravier11-87?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19
Appartement,La Serinette - La Barre,91.0,272000,2989.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1840527?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19
Appartement,Barbès,68.0,109000,1603.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-386964?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19
Appartement,Font Pré,80.0,180000,2250.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/safti-1-1482222?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19
Appartement,Barbès,67.0,109000,1627.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-386965?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19
Appartement,Porte d'Italie,51.0,142000,2784.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/safti-1-1557528?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Rodeilhac,65.0,160000,2462.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/immo-facile-58037002?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Haute-ville,86.0,300000,3488.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-centreville-388171?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Le Cap Brun - Le Petit Bois,115.0,1100000,9565.0,https://www.bienici.com/annonce/vente-de-prestige/toulon/appartement/3pieces/hektor-royalimmolavaletteduvar-30474?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Haute-ville,86.0,300000,3488.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-centreville-388175?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Beaulieu,76.0,498000,6553.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/century-21-202_3064_4862?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Les Routes,42.0,170000,4048.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-sixfours-388214?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Haute-ville,90.0,295000,3278.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/century-21-202_3064_4843?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Autre bien,Les Routes,275.0,269000,978.0,https://www.bienici.com/annonce/vente/toulon/loft-atelier-surface/5pieces/iad-france-1925541?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Maison,L'Escaillon,137.0,364500,2661.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/century-21-202_3064_4836?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Aguillon,71.0,68000,958.0,https://www.bienici.com/annonce/viager/toulon/appartement/3pieces/hektor-11_GRECHTOULON2023-112960?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Claret,154.0,375000,2435.0,https://www.bienici.com/annonce/vente-de-prestige/toulon/appartement/6pieces/hektor-bretteimmobilieranne-18691?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Maison,Beaulieu,83.0,390000,4699.0,https://www.bienici.com/annonce/vente/toulon/maison/3pieces/iad-france-1919947?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Haute-ville,88.0,381600,4336.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/nestenn-1-99939330156?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Le Cap Brun - Le Petit Bois,142.0,693600,4885.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag135538-491788448?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,La Chapelle - Saint-André,69.0,229000,3319.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/nestenn-1-99939327018?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Valbertrand,18.0,143962,7998.0,https://www.bienici.com/annonce/vente/toulon/appartement/1piece/ag690197-490592711?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Saint-Roch,83.0,180000,2169.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/immo-facile-59162155?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Claret,70.0,185000,2643.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-atlasimmobilier-387863?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Le Cap Brun - Le Petit Bois,68.0,399000,5868.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-royalimmolavaletteduvar-30055?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Valbourdin,74.0,316000,4270.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-bretteimmobilieranne-19379?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Maison,Valbertrand,120.0,499000,4158.0,https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1904471?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Maison,Les Quatre Chemins,107.0,213805,1998.0,https://www.bienici.com/annonce/viager/toulon/maison/4pieces/hektor-39_victoriametropole2025-7693?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Maison,Beaulieu,93.0,359000,3860.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-1908156?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18
Appartement,Pont du Las,59.0,114000,1932.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1958185?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Pont du Las,57.0,99000,1737.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/twimmo-2058708?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Centre-ville,53.0,299000,5642.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/nestenn-1-99936061132?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Maison,Saint-Jean du Var,130.0,396000,3046.0,https://www.bienici.com/annonce/vente/toulon/maison/9pieces/iad-france-1744037?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Haute-ville,100.0,249000,2490.0,https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/iad-france-1955996?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Maison,Font Pré,90.0,459000,5100.0,https://www.bienici.com/annonce/vente/toulon/maison/5pieces/entities-1046599-3579894?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Haute-ville,40.0,97000,2425.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/safti-1-1563661?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Maison,Aguillon,90.0,525000,5833.0,https://www.bienici.com/annonce/vente/toulon/maison/5pieces/entities-1046599-3579265?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Saint-Roch,52.0,117000,2250.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag311656-499489919?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Le Fort Rouge,55.0,149000,2709.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-sixfours-388500?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,La Rode,72.0,182000,2528.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-royalimmolavaletteduvar-30553?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Pont de Bois,71.0,164000,2310.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/century-21-202_2305_3501?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Centre-ville,72.0,314000,4361.0,https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/ag752647-499120841?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,La Serinette - La Barre,97.0,465000,4794.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1952015?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Pont de Bois,49.0,149900,3059.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag835636-498837224?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Maison,Siblas,134.0,560000,4179.0,https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1950606?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Maison,Le Cap Brun - Le Petit Bois,150.0,950000,6333.0,https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1947963?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Pont du Las,55.0,125000,2273.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag832778-497623838?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Maison,Ubac - Dardennes - Barbasse - Mont Faron,82.0,300000,3659.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-delmonte-immobilier-la-seyne-sur-mer-1317?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Maison,Le Cap Brun - Le Petit Bois,280.0,1680000,6000.0,https://www.bienici.com/annonce/vente/toulon/maison/8pieces/iad-france-1949684?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Brunet,55.0,135000,2455.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/twimmo-2098195?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Jonquet - Guynemer,81.0,165000,2037.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-gravier11-315?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Haute-ville,53.0,130000,2453.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1558381?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17
Appartement,Centre-ville,51.0,109500,2147.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag832778-503543627?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Pont de Bois,69.0,192000,2783.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/safti-1-1579531?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Maison,Le Mourillon - La Mitre - Fort Lamalgue,165.0,699000,4236.0,https://www.bienici.com/annonce/vente/toulon/maison/6pieces/century-21-202_3276_2024?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Les Quatre Chemins,67.0,247000,3687.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-389886?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Le Mourillon - La Mitre - Fort Lamalgue,70.0,282000,4029.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/dr-house-immo-1-2123885?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Maison,La Chapelle - Saint-André,44.0,130000,2955.0,https://www.bienici.com/annonce/vente/toulon/maison/3pieces/netty-company54396zsr-house-36916?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Saint-Jean du Var,62.0,125000,2016.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-lessablettes-389379?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Brunet,70.0,165000,2357.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-lessablettes-389591?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Maison,Siblas,215.0,1090000,5070.0,https://www.bienici.com/annonce/vente/toulon/maison/6pieces/hektor-lessablettes-389588?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Le Mourillon - La Mitre - Fort Lamalgue,97.0,398000,4103.0,https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-centreville-389686?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,La Loubière,60.0,219000,3650.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1971375?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Saint-Roch,44.0,99900,2270.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939375421?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Valbertrand,65.0,185000,2846.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939379026?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Centre-ville,83.0,195000,2349.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/dr-house-immo-1-1129066?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Le Mourillon - La Mitre - Fort Lamalgue,40.0,229000,5725.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag440414-503335031?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Haute-ville,50.0,115000,2300.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-bretteimmobilieranne-19522?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,L'Escaillon,75.0,195000,2600.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-leroy-barre-6148?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Darboussèdes,113.0,285000,2522.0,https://www.bienici.com/annonce/vente/toulon/appartement/6pieces/hektor-royal-immo-30789?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Place d'Armes,40.0,261000,6525.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/legget-PRO1QYWCNC1H?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Saint-Roch,67.0,149000,2224.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-389587?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Maison,La Serinette - La Barre,85.0,473000,5565.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-IMMOBILIERE-DU-CAP-BRUN-113513?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Saint-Roch,51.0,129000,2529.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1566171?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Beaulieu,65.0,120000,1846.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag832778-500964050?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Haute-ville,86.0,290000,3372.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1588415?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Rodeilhac,58.0,197400,3403.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/immo-facile-59791632?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Brunet,57.0,159000,2789.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-royal-immo-31025?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Maison,Ubac - Dardennes - Barbasse - Mont Faron,78.0,398000,5103.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-1984716?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Maison,L'Escaillon,135.0,490000,3630.0,https://www.bienici.com/annonce/vente/toulon/maison/6pieces/ag340369-508727168?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Centre-ville,96.0,269000,2802.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag440414-508455683?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Saint-Jean du Var,95.0,179000,1884.0,https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/iad-france-1984548?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Aguillon,41.0,154900,3778.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1986843?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Maison,La Chapelle - Saint-André,292.0,2290000,7842.0,https://www.bienici.com/annonce/vente/toulon/maison/11pieces/iad-france-1983483?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Rodeilhac,56.0,189000,3375.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag311656-507994751?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Valbourdin,78.0,210000,2692.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag311656-507990986?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Maison,La Loubière,55.0,308000,5600.0,https://www.bienici.com/annonce/vente/toulon/maison/2pieces/iad-france-1981636?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Valbertrand,39.0,179000,4590.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-mtev13600-8483?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Font Pré,34.0,95000,2794.0,https://www.bienici.com/annonce/vente/toulon/appartement/1piece/safti-1-1583309?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Haute-ville,132.0,429000,3250.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1980217?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Maison,Darboussèdes,83.0,299500,3608.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-1981666?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Porte d'Italie,26.0,66000,2538.0,https://www.bienici.com/annonce/vente/toulon/appartement/1piece/safti-1-1582604?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Darboussèdes,94.0,474000,5043.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/dr-house-immo-1-582954?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Maison,Les Routes,170.0,594000,3494.0,https://www.bienici.com/annonce/vente/toulon/maison/6pieces/iad-france-1978767?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Haute-ville,54.0,119000,2204.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1581302?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Pont du Las,73.0,138000,1890.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-114_idlr-7316?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Appartement,Claret,127.0,345000,2717.0,https://www.bienici.com/annonce/vente/toulon/appartement/6pieces/iad-france-1977244?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15
Maison,La Serinette - La Barre,85.0,473000,5565.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-IMMOBILIERE-DU-CAP-BRUN-113513?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Saint-Roch,51.0,129000,2529.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1566171?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Beaulieu,65.0,120000,1846.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag832778-500964050?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16
Appartement,Saint-Jean du Var,63.0,119000,1889.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1600547?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Haute-ville,120.0,425000,3542.0,https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/nestenn-1-99939419555?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Pont du Las,65.0,144500,2223.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-atlasimmobilier-390186?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Maison,Sainte-Anne,160.0,880000,5500.0,https://www.bienici.com/annonce/vente-de-prestige/toulon/maison/9pieces/hektor-happy051017-3335?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Haute-ville,47.0,109000,2319.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-mourillon-389435?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Maison,La Chapelle - Saint-André,196.0,589000,3005.0,https://www.bienici.com/annonce/vente/toulon/maison/6pieces/iad-france-2002704?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Porte d'Italie,22.0,95000,4318.0,https://www.bienici.com/annonce/vente/toulon/appartement/1piece/safti-1-1584877?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Maison,La Chapelle - Saint-André,128.0,499000,3898.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/safti-1-1591735?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Les Routes,23.0,92000,4000.0,https://www.bienici.com/annonce/vente/toulon/appartement/1piece/ag743447-512188697?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Maison,Siblas,74.0,480000,6486.0,https://www.bienici.com/annonce/vente/toulon/maison/3pieces/iad-france-2002118?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Champs-de-Mars,113.0,279900,2477.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/nestenn-1-99939259083?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Pont du Las,37.0,85000,2297.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/nestenn-1-99939419373?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Haute-ville,67.0,178000,2657.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/immo-facile-59969537?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Le Mourillon - La Mitre - Fort Lamalgue,59.0,198000,3356.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag743447-511527677?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Maison,Darboussèdes,79.0,319000,4038.0,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-2000340?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Le Port,53.0,175000,3302.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-royal-immo-31128?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Pont du Las,38.0,129000,3395.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-mourillon-390061?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Saint-Roch,40.0,90000,2250.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/apimo-86476477?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Porte d'Italie,60.0,169000,2817.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/apimo-86488522?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Pont du Las,68.0,119000,1750.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-centreville-389853?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Aguillon,68.0,169000,2485.0,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-389531?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Porte d'Italie,53.0,197000,3717.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1590360?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Appartement,Champs-de-Mars,57.0,135000,2368.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939399812?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14
Maison,Corniche du Faron,200.0,1150000,5750.0,https://www.bienici.com/annonce/vente/toulon/maison/8pieces/nestenn-1-99939438591?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Pont du Las,76.0,159900,2104.0,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag835636-515812253?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Maison,Aguillon,140.0,885000,6321.0,https://www.bienici.com/annonce/vente/toulon/maison/6pieces/immo-facile-60117013?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,La Palasse,22.0,125000,5682.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-royalimmolavaletteduvar-31269?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Centre-ville,119.0,320000,2689.0,https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-sixfours-390520?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
Appartement,Barbès,32.0,80000,2500.0,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag311656-515521838?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13
